fiscal_year,subcustomer,customer,MaxOfPSCscore,MaxOfIsOnlyOneSource,MaxOfIsSingleAward,LengthScore,PricingScore,MaxOfIsOfficialPBL,MaxOfIsPerformanceBasedLogistics,ObligatedAmount
2006,MDA,Defense,NULL,0,1,0,0,NULL,NULL,459951090
2006,MDA,Defense,NULL,0,1,1,2,NULL,NULL,1695000
2006,MDA,Defense,NULL,1,0,0,0,NULL,NULL,15243000
2006,MDA,Defense,NULL,1,1,0,2,NULL,NULL,623469
2006,MilitaryHealth,Defense,2,0,0,0,0,NULL,NULL,450479
2006,MilitaryHealth,Defense,2,0,0,1,2,NULL,NULL,9328.16
2006,MilitaryHealth,Defense,2,1,0,0,2,NULL,NULL,137700
2006,MilitaryHealth,Defense,4,0,0,2,2,NULL,NULL,62499.96
2006,Navy,Defense,NULL,1,0,0,2,1,1,8330
2006,Navy,Defense,NULL,1,1,0,2,0,1,229144
2006,Navy,Defense,2,0,0,0,2,NULL,NULL,1792010364
2006,Navy,Defense,2,0,0,2,0,NULL,NULL,5182895749
2006,Navy,Defense,2,0,1,1,0,NULL,NULL,19994182.39
2006,Navy,Defense,2,0,1,2,2,NULL,NULL,283845380.3
2006,Navy,Defense,2,1,0,1,0,NULL,NULL,285131890.5
2006,Navy,Defense,2,1,0,2,2,NULL,NULL,148161953.8
2006,Navy,Defense,2,1,1,0,0,NULL,NULL,226350111.3
2006,Navy,Defense,2,1,1,1,2,NULL,NULL,15205770.35
2006,Navy,Defense,4,0,0,0,0,NULL,NULL,1360818418
2006,Navy,Defense,4,0,0,1,2,NULL,NULL,37222616.16
2006,Navy,Defense,4,0,1,0,2,NULL,NULL,2811924312
2006,Navy,Defense,4,0,1,2,0,NULL,NULL,877299.11
2006,Navy,Defense,4,1,0,0,2,NULL,NULL,1820095216
2006,Navy,Defense,4,1,0,2,0,NULL,NULL,514621678.1
2006,Navy,Defense,4,1,1,1,0,NULL,NULL,17754639
2003,Army,Defense,2,1,0,1,0,NULL,NULL,34837244
2003,Army,Defense,2,1,1,0,0,NULL,NULL,207467949
2003,Army,Defense,4,0,0,0,0,NULL,NULL,2301839705
2003,DLA,Defense,2,0,0,0,2,NULL,NULL,668735432.8
2003,DLA,Defense,2,0,0,2,0,NULL,NULL,114874
2003,DLA,Defense,2,1,1,0,0,NULL,NULL,344485
2003,DLA,Defense,4,0,0,0,0,NULL,NULL,26003997
2003,DLA,Defense,4,0,1,0,2,NULL,NULL,182685283
2003,DLA,Defense,4,1,0,0,2,NULL,NULL,52196544
2003,MDA,Defense,2,0,0,0,2,NULL,NULL,13045315
2003,MDA,Defense,2,0,0,2,0,NULL,NULL,2010215915
2003,MDA,Defense,2,0,1,2,2,NULL,NULL,16040973.79
2003,MDA,Defense,2,1,1,0,0,NULL,NULL,32798875
2003,MDA,Defense,4,0,0,0,0,NULL,NULL,17811097
2003,MDA,Defense,4,0,0,1,2,NULL,NULL,6684000.3
2003,MDA,Defense,4,0,1,0,2,NULL,NULL,453437
2003,Navy,Defense,NULL,0,0,0,2,NULL,NULL,8539927679
2003,Navy,Defense,NULL,0,0,2,0,NULL,NULL,893641619.5
2003,Navy,Defense,NULL,0,1,1,0,NULL,NULL,1030904
2003,Navy,Defense,NULL,0,1,2,2,NULL,NULL,2931938.22
2003,Navy,Defense,NULL,1,0,1,0,NULL,NULL,202677658
2003,Navy,Defense,NULL,1,0,2,2,NULL,NULL,2579371387
2003,Navy,Defense,NULL,1,1,0,0,NULL,NULL,294073813
2003,Navy,Defense,2,0,1,0,2,1,1,12471537
2003,Navy,Defense,2,1,1,0,2,0,1,24082926
2003,Navy,Defense,4,1,0,2,2,0,1,354361939
2003,Navy,Defense,4,1,1,0,0,0,1,118831445
2003,Navy,Defense,4,1,1,0,2,1,1,5988121
2003,Other DoD,Defense,NULL,0,0,0,0,NULL,NULL,1094407052
2003,Other DoD,Defense,NULL,0,0,1,2,NULL,NULL,10835295.52
2003,Other DoD,Defense,NULL,0,1,0,2,NULL,NULL,392454285
2003,Other DoD,Defense,NULL,0,1,2,0,NULL,NULL,380000
2003,Other DoD,Defense,NULL,1,0,0,2,NULL,NULL,40251307
2003,Other DoD,Defense,NULL,1,0,2,0,NULL,NULL,16688946
2004,Air Force,Defense,4,1,1,2,2,NULL,NULL,80529470.76
2004,Army,Defense,NULL,0,0,0,2,NULL,NULL,13555614741
2004,Army,Defense,NULL,0,0,2,0,NULL,NULL,586919860.7
2004,Army,Defense,NULL,0,1,1,0,NULL,NULL,1377062
2004,Army,Defense,NULL,1,0,1,0,NULL,NULL,177613513
2004,Army,Defense,NULL,1,1,0,0,NULL,NULL,309883086
2004,DLA,Defense,NULL,0,0,0,2,NULL,NULL,2746216142
2004,DLA,Defense,NULL,0,0,2,0,NULL,NULL,1674000
2004,DLA,Defense,NULL,1,1,0,0,NULL,NULL,3211274
2004,MDA,Defense,2,0,0,0,2,NULL,NULL,5023556.15
2004,MDA,Defense,2,0,0,2,0,NULL,NULL,2468496256
2004,MDA,Defense,2,0,1,2,2,NULL,NULL,21496926
2004,MDA,Defense,2,1,1,0,0,NULL,NULL,13612955
2004,MDA,Defense,4,0,0,0,0,NULL,NULL,6608482
2004,MDA,Defense,4,0,0,1,2,NULL,NULL,723000.5
2004,MDA,Defense,4,0,1,0,2,NULL,NULL,215054
2004,MDA,Defense,4,1,0,0,2,NULL,NULL,8469648
2004,MilitaryHealth,Defense,NULL,0,0,2,2,NULL,NULL,158663866
2004,MilitaryHealth,Defense,NULL,0,1,0,0,NULL,NULL,0
2004,Navy,Defense,NULL,1,1,0,2,0,1,124059
2004,Navy,Defense,4,1,1,2,2,NULL,NULL,53252034
2004,Other DoD,Defense,4,0,0,2,2,NULL,NULL,4266220.8
2004,Other DoD,Defense,4,1,1,0,2,NULL,NULL,93959891.29
2005,Air Force,Defense,NULL,0,1,2,2,NULL,NULL,18370959.93
2005,Air Force,Defense,NULL,1,0,2,2,NULL,NULL,400799550.4
2005,Air Force,Defense,NULL,1,1,1,2,NULL,NULL,2519413.24
2005,Air Force,Defense,2,0,0,1,0,NULL,NULL,297221428.4
2005,Air Force,Defense,2,0,0,2,2,NULL,NULL,2173710871
2005,Air Force,Defense,2,0,1,0,0,NULL,NULL,1224976979
2005,Air Force,Defense,2,0,1,1,2,NULL,NULL,1219133
2005,Air Force,Defense,2,1,0,0,0,NULL,NULL,282178784.8
2005,Air Force,Defense,2,1,0,1,2,NULL,NULL,8381511.04
2005,Air Force,Defense,2,1,1,0,2,NULL,NULL,536039185
2005,Air Force,Defense,4,0,0,0,2,NULL,NULL,1306107702
2005,Other DoD,Defense,NULL,1,0,1,2,NULL,NULL,524946.2
2005,Other DoD,Defense,NULL,1,1,0,2,NULL,NULL,63062478.66
2005,Other DoD,Defense,2,0,0,1,0,NULL,NULL,41738569
2005,Other DoD,Defense,2,0,0,2,2,NULL,NULL,12929448.12
2005,Other DoD,Defense,2,0,1,0,0,NULL,NULL,206991276
2005,Other DoD,Defense,2,0,1,1,2,NULL,NULL,10973915.8
2005,Other DoD,Defense,2,1,0,0,0,NULL,NULL,49661749.02
2005,Other DoD,Defense,2,1,0,1,2,NULL,NULL,4903430.44
2005,Other DoD,Defense,2,1,1,0,2,NULL,NULL,115004159
2005,Other DoD,Defense,4,0,0,0,2,NULL,NULL,344015062.4
2005,Other DoD,Defense,4,0,0,2,0,NULL,NULL,16446723.55
2005,Other DoD,Defense,4,0,1,1,0,NULL,NULL,41176.45
2005,Other DoD,Defense,4,0,1,2,2,NULL,NULL,402717
2005,Other DoD,Defense,4,1,0,2,2,NULL,NULL,8304404
2005,Other DoD,Defense,4,1,1,0,0,NULL,NULL,52400002.32
2005,Other DoD,Defense,4,1,1,1,2,NULL,NULL,8175917.6
2006,Air Force,Defense,NULL,0,0,0,0,NULL,NULL,3874666709
2006,Air Force,Defense,NULL,0,0,1,2,NULL,NULL,131657474.2
2006,Air Force,Defense,NULL,0,1,0,2,NULL,NULL,2313659323
2006,Air Force,Defense,NULL,0,1,2,0,NULL,NULL,38644984
2006,Air Force,Defense,NULL,1,0,0,2,NULL,NULL,1325091392
2006,Air Force,Defense,NULL,1,0,2,0,NULL,NULL,165604091
2006,Air Force,Defense,NULL,1,1,1,0,NULL,NULL,159300
2006,Air Force,Defense,NULL,1,1,2,2,NULL,NULL,79149678.26
2006,Air Force,Defense,2,1,1,2,2,NULL,NULL,45285349.6
2006,Air Force,Defense,4,0,0,2,2,NULL,NULL,701166284.6
2006,Air Force,Defense,4,0,1,1,2,NULL,NULL,30381758
2006,Air Force,Defense,4,1,0,1,2,NULL,NULL,3070731471
2006,Air Force,Defense,4,1,1,0,2,NULL,NULL,2426574436
2006,Air Force,Defense,4,1,1,2,0,NULL,NULL,8505659
2006,Army,Defense,NULL,0,0,0,0,NULL,NULL,3936558686
2006,Army,Defense,2,0,0,0,0,NULL,NULL,2159384431
2006,Army,Defense,2,0,0,1,2,NULL,NULL,274886974.9
2006,Army,Defense,2,0,1,0,2,NULL,NULL,7216350610
2006,Army,Defense,2,0,1,2,0,NULL,NULL,10702523.79
2006,Army,Defense,2,1,0,0,2,NULL,NULL,1539956225
2006,Army,Defense,2,1,0,2,0,NULL,NULL,44450796.18
2006,Army,Defense,2,1,1,1,0,NULL,NULL,15005551
2006,Army,Defense,4,0,0,1,0,NULL,NULL,198955430
2006,Army,Defense,4,0,1,0,0,NULL,NULL,964296430.8
2006,Army,Defense,4,1,0,0,0,NULL,NULL,367116428.4
2006,DLA,Defense,NULL,0,0,0,0,NULL,NULL,287716983
2006,DLA,Defense,2,0,0,0,0,NULL,NULL,239197765.7
2006,DLA,Defense,2,0,0,1,2,NULL,NULL,4470604.9
2006,DLA,Defense,2,0,1,0,2,NULL,NULL,1047517654
2006,DLA,Defense,2,1,0,0,2,NULL,NULL,66058244.31
2006,DLA,Defense,2,1,0,2,0,NULL,NULL,878649
2006,DLA,Defense,4,0,0,1,0,NULL,NULL,242036
2006,DLA,Defense,4,0,0,2,2,NULL,NULL,-43912073.12
2006,DLA,Defense,4,0,1,0,0,NULL,NULL,870349
2006,DLA,Defense,4,0,1,1,2,NULL,NULL,1215078
2006,DLA,Defense,4,1,0,1,2,NULL,NULL,741346.8
2006,DLA,Defense,4,1,1,0,2,NULL,NULL,366881435.1
2006,MDA,Defense,NULL,0,0,0,0,NULL,NULL,75075497
2006,MDA,Defense,2,0,0,0,0,NULL,NULL,16689946.46
2006,MDA,Defense,2,0,0,1,2,NULL,NULL,49310
2006,MDA,Defense,2,0,1,0,2,NULL,NULL,18838060.16
2006,MDA,Defense,2,1,0,0,2,NULL,NULL,5758597
2006,MDA,Defense,2,1,0,2,0,NULL,NULL,300921518
2006,MDA,Defense,2,1,1,1,0,NULL,NULL,6663790
2006,MDA,Defense,4,0,0,1,0,NULL,NULL,14961196
2006,MDA,Defense,4,0,0,2,2,NULL,NULL,29065822.35
2006,MDA,Defense,4,1,0,0,0,NULL,NULL,347549
2006,MilitaryHealth,Defense,NULL,0,0,0,2,NULL,NULL,-24867386.68
2006,MilitaryHealth,Defense,NULL,0,0,2,0,NULL,NULL,4703511206
2006,MilitaryHealth,Defense,2,0,0,0,2,NULL,NULL,274100.43
2006,MilitaryHealth,Defense,2,1,0,2,2,NULL,NULL,167152
2007,MilitaryHealth,Defense,4,0,0,2,2,NULL,NULL,63406.6
2007,Navy,Defense,NULL,0,0,0,2,NULL,NULL,8343888432
2007,Navy,Defense,NULL,0,0,2,0,NULL,NULL,3453899550
2007,Navy,Defense,NULL,0,1,1,0,NULL,NULL,230207219.5
2007,Navy,Defense,NULL,0,1,2,2,NULL,NULL,194962015.3
2007,Navy,Defense,NULL,1,0,1,0,NULL,NULL,360194480.9
2007,Navy,Defense,NULL,1,0,2,2,NULL,NULL,3613511686
2007,Navy,Defense,NULL,1,1,0,0,NULL,NULL,415566623.7
2007,Navy,Defense,NULL,1,1,1,2,NULL,NULL,93259697.36
2007,Navy,Defense,2,0,1,2,2,NULL,NULL,330493541
2007,Navy,Defense,2,1,0,2,2,NULL,NULL,356216247.2
2007,Navy,Defense,2,1,1,1,2,NULL,NULL,174213067.6
2007,Navy,Defense,4,0,0,1,2,NULL,NULL,79896365.67
2007,Navy,Defense,4,0,1,0,2,NULL,NULL,2720582864
2007,Navy,Defense,4,0,1,2,0,NULL,NULL,2743538.37
2007,Navy,Defense,4,1,0,0,2,NULL,NULL,1206103157
2007,Navy,Defense,4,1,0,2,0,NULL,NULL,413452258
2007,Navy,Defense,4,1,1,1,0,NULL,NULL,42715265
2007,Navy,Defense,4,1,1,2,2,NULL,NULL,166210
2007,Other DoD,Defense,4,1,1,1,2,1,1,626468.09
2008,Air Force,Defense,NULL,0,0,1,2,1,1,188209
2008,Air Force,Defense,NULL,1,0,0,2,1,1,77064.6
2008,Air Force,Defense,4,1,1,2,2,0,1,60716190
2008,Army,Defense,2,0,0,0,2,1,1,20192507.82
2008,Army,Defense,2,0,0,2,0,1,1,109035
2008,Army,Defense,2,1,0,2,2,1,1,60756414.29
2008,Army,Defense,4,0,0,1,2,1,1,509135.66
2008,Army,Defense,4,1,0,0,0,0,1,-3724730
2008,Army,Defense,4,1,0,0,2,1,1,0
2008,DLA,Defense,2,0,0,0,0,NULL,NULL,18771199.95
2008,DLA,Defense,4,1,1,0,2,1,1,45700000
2008,Navy,Defense,NULL,0,0,0,0,NULL,NULL,2248080398
2008,Navy,Defense,NULL,0,0,1,2,NULL,NULL,3784567076
2008,Navy,Defense,NULL,0,1,0,2,NULL,NULL,11142967783
2008,Navy,Defense,NULL,0,1,2,0,NULL,NULL,61823258.86
2008,Navy,Defense,NULL,1,0,0,2,NULL,NULL,2026102190
2008,Navy,Defense,NULL,1,0,2,0,NULL,NULL,4995740509
2008,Navy,Defense,NULL,1,1,1,0,NULL,NULL,69645027.65
2008,Navy,Defense,2,0,0,0,0,NULL,NULL,1533317255
2008,Navy,Defense,2,0,0,1,2,NULL,NULL,469445197.9
2008,Navy,Defense,2,0,1,0,2,NULL,NULL,2014298600
2008,Navy,Defense,2,0,1,2,0,NULL,NULL,58932983.1
2008,Navy,Defense,2,1,0,0,2,NULL,NULL,811447668.6
2008,Navy,Defense,2,1,0,2,0,NULL,NULL,2428793473
2008,Navy,Defense,2,1,1,1,0,NULL,NULL,158289790.1
2008,Navy,Defense,2,1,1,2,2,NULL,NULL,22205380.88
2008,Navy,Defense,4,0,0,1,0,NULL,NULL,601387525.5
2008,Navy,Defense,4,0,0,2,2,NULL,NULL,557911181.7
2008,Navy,Defense,4,0,1,0,0,NULL,NULL,1434288229
2008,Navy,Defense,4,0,1,1,2,NULL,NULL,96678393.97
2008,Navy,Defense,4,1,0,0,0,NULL,NULL,421204132.5
2008,Navy,Defense,4,1,0,1,2,NULL,NULL,155188879.4
2008,Navy,Defense,4,1,1,0,2,NULL,NULL,765898556.6
2008,Navy,Defense,4,1,1,2,0,NULL,NULL,585382
2009,Air Force,Defense,NULL,1,0,0,0,1,1,46620
2009,Air Force,Defense,2,0,0,0,2,1,1,157420577.8
2009,Air Force,Defense,2,1,1,0,0,1,1,180600
2009,Air Force,Defense,2,1,1,1,2,1,1,2701083.63
2009,Air Force,Defense,4,0,0,0,0,1,1,1163584.52
2009,Air Force,Defense,4,0,1,0,2,1,1,23832379.96
2009,Air Force,Defense,4,1,1,0,2,0,1,373422606
2009,Air Force,Defense,4,1,1,1,0,1,1,36595139
2009,Air Force,Defense,4,1,1,2,0,0,1,64346541.28
2009,Army,Defense,NULL,0,0,0,2,NULL,NULL,25920544097
2009,Army,Defense,NULL,0,0,2,0,NULL,NULL,3171022084
2009,Army,Defense,NULL,0,1,1,0,NULL,NULL,842714285.4
2009,Army,Defense,NULL,0,1,2,2,NULL,NULL,840514777.5
2009,Army,Defense,NULL,1,0,1,0,NULL,NULL,469081501.9
2006,MilitaryHealth,Defense,4,0,0,0,0,NULL,NULL,306063
2006,MilitaryHealth,Defense,4,0,1,0,2,NULL,NULL,1581631
2006,Navy,Defense,NULL,0,0,1,2,NULL,NULL,1238067286
2006,Navy,Defense,NULL,0,1,0,2,NULL,NULL,3470800621
2006,Navy,Defense,NULL,0,1,2,0,NULL,NULL,13803094.43
2006,Navy,Defense,NULL,1,0,0,2,NULL,NULL,1640390913
2006,Navy,Defense,NULL,1,0,2,0,NULL,NULL,3493421191
2006,Navy,Defense,NULL,1,1,1,0,NULL,NULL,1438542.96
2006,Navy,Defense,NULL,1,1,2,2,NULL,NULL,6273493.04
2006,Navy,Defense,2,1,1,2,2,NULL,NULL,117056835
2006,Navy,Defense,4,0,0,2,2,NULL,NULL,320235090.5
2006,Navy,Defense,4,0,1,1,2,NULL,NULL,8373635.48
2006,Navy,Defense,4,1,0,1,2,NULL,NULL,244149181.1
2006,Navy,Defense,4,1,1,0,2,NULL,NULL,1255057019
2006,Navy,Defense,4,1,1,2,0,NULL,NULL,3025000
2007,Army,Defense,2,0,0,2,0,0,1,6294502.79
2007,Army,Defense,2,0,0,2,2,1,1,51426846.84
2007,Army,Defense,2,1,0,0,0,1,1,7926477.74
2007,Army,Defense,2,1,1,0,2,1,1,0
2007,Army,Defense,4,0,0,0,2,1,1,177186336.9
2007,DLA,Defense,2,0,1,0,2,0,1,20498664
2007,Navy,Defense,NULL,1,1,0,2,1,1,7346
2007,Navy,Defense,2,0,0,0,2,NULL,NULL,1957979264
2007,Navy,Defense,2,0,0,2,0,NULL,NULL,4724934586
2007,Navy,Defense,2,0,1,1,0,NULL,NULL,76522688.86
2007,Navy,Defense,2,1,0,1,0,NULL,NULL,455379154.5
2007,Navy,Defense,2,1,1,0,0,NULL,NULL,360456812.3
2007,Navy,Defense,4,0,0,0,0,NULL,NULL,1600232878
2007,Navy,Defense,4,1,1,1,2,1,1,797119
2007,Navy,Defense,4,1,1,2,2,0,1,69174284
2007,Other DoD,Defense,NULL,0,0,2,2,NULL,NULL,280834690.5
2007,Other DoD,Defense,NULL,0,1,1,2,NULL,NULL,5481094
2007,Other DoD,Defense,NULL,1,0,1,2,NULL,NULL,1144666.52
2007,Other DoD,Defense,NULL,1,1,0,2,NULL,NULL,287080659.8
2007,Other DoD,Defense,NULL,1,1,2,0,NULL,NULL,14838516
2007,Other DoD,Defense,4,0,1,2,2,NULL,NULL,48266825.92
2007,Other DoD,Defense,4,1,0,2,2,NULL,NULL,22341638.02
2007,Other DoD,Defense,4,1,1,1,2,NULL,NULL,34713858.35
2008,Air Force,Defense,NULL,1,1,2,2,NULL,NULL,65465670.13
2008,Air Force,Defense,2,0,0,1,0,1,1,845127
2008,Air Force,Defense,2,0,0,2,2,1,1,35423505.96
2008,Air Force,Defense,2,1,1,0,0,0,1,0
2008,Air Force,Defense,2,1,1,0,2,1,1,50293037.22
2008,Air Force,Defense,4,0,0,0,2,1,1,5324038.17
2008,Air Force,Defense,4,0,0,2,0,1,1,319430.32
2008,Air Force,Defense,4,1,1,0,0,1,1,1371784
2008,Air Force,Defense,4,1,1,1,0,0,1,18468935
2008,Army,Defense,NULL,0,0,0,0,NULL,NULL,3671353782
2008,Army,Defense,NULL,0,0,1,2,NULL,NULL,5204205552
2008,Army,Defense,NULL,0,1,0,2,NULL,NULL,12504119151
2008,Army,Defense,NULL,0,1,2,0,NULL,NULL,914599417.2
2008,Army,Defense,NULL,1,0,0,2,NULL,NULL,3267177563
2008,Army,Defense,NULL,1,0,2,0,NULL,NULL,3287594019
2008,Army,Defense,NULL,1,1,1,0,NULL,NULL,154866921.3
2008,Army,Defense,NULL,1,1,2,2,NULL,NULL,2180528840
2008,Army,Defense,2,0,0,0,0,NULL,NULL,1694515204
2008,Army,Defense,2,0,0,1,2,NULL,NULL,1127619095
2008,Army,Defense,2,0,1,0,2,NULL,NULL,6858608054
2008,Army,Defense,2,0,1,2,0,NULL,NULL,399043515
2008,Army,Defense,2,1,0,0,2,NULL,NULL,5652760570
2008,Army,Defense,2,1,0,2,0,NULL,NULL,84245658.75
2008,Army,Defense,2,1,1,1,0,NULL,NULL,37249367.36
2008,Army,Defense,2,1,1,2,2,NULL,NULL,651106888.9
2008,Army,Defense,4,0,0,1,0,NULL,NULL,3122204300
2008,Army,Defense,4,0,0,2,2,NULL,NULL,677694254.5
2008,Army,Defense,4,0,1,0,0,NULL,NULL,2457612414
2008,Army,Defense,4,0,1,1,2,NULL,NULL,383525333.9
2008,Army,Defense,4,1,0,0,0,NULL,NULL,422785012.4
2006,Other DoD,Defense,2,0,0,2,2,NULL,NULL,82812280.44
2006,Other DoD,Defense,2,0,1,1,2,NULL,NULL,46240168.71
2006,Other DoD,Defense,2,1,0,1,2,NULL,NULL,3773854.77
2006,Other DoD,Defense,2,1,1,0,2,NULL,NULL,197007976.7
2006,Other DoD,Defense,4,0,0,0,2,NULL,NULL,513118622.5
2006,Other DoD,Defense,4,0,0,2,0,NULL,NULL,56767322.86
2006,Other DoD,Defense,4,0,1,1,0,NULL,NULL,1314295
2006,Other DoD,Defense,4,0,1,2,2,NULL,NULL,2359390.7
2006,Other DoD,Defense,4,1,0,1,0,NULL,NULL,384558
2006,Other DoD,Defense,4,1,0,2,2,NULL,NULL,4404135
2006,Other DoD,Defense,4,1,1,0,0,NULL,NULL,47836690.61
2006,Other DoD,Defense,4,1,1,1,2,NULL,NULL,9633492.96
2007,Air Force,Defense,NULL,0,0,1,2,NULL,NULL,605429731.8
2007,Air Force,Defense,NULL,0,1,0,2,NULL,NULL,2131126678
2007,Air Force,Defense,NULL,0,1,2,0,NULL,NULL,44873280.92
2007,Air Force,Defense,NULL,1,0,0,2,NULL,NULL,818538756.9
2007,Air Force,Defense,NULL,1,0,2,0,NULL,NULL,187969203.2
2007,Air Force,Defense,NULL,1,1,1,0,NULL,NULL,20152233.25
2007,Air Force,Defense,NULL,1,1,2,2,NULL,NULL,27022311.38
2007,Air Force,Defense,2,0,0,1,0,1,1,7822920.58
2007,Air Force,Defense,2,1,1,0,0,0,1,0
2007,Air Force,Defense,2,1,1,2,2,NULL,NULL,63341963.11
2007,Air Force,Defense,4,0,0,2,2,NULL,NULL,1526002592
2007,Air Force,Defense,4,0,1,1,2,NULL,NULL,483560495
2007,Air Force,Defense,4,1,0,1,2,NULL,NULL,4268404033
2007,Air Force,Defense,4,1,1,0,2,NULL,NULL,2890444441
2007,Air Force,Defense,4,1,1,2,0,NULL,NULL,202281999.7
2007,Army,Defense,NULL,0,0,0,0,NULL,NULL,3530786246
2007,Army,Defense,NULL,0,0,1,2,NULL,NULL,3033796660
2007,Army,Defense,NULL,0,1,0,2,NULL,NULL,9979626554
2007,Army,Defense,NULL,0,1,2,0,NULL,NULL,273622918.5
2007,Army,Defense,NULL,1,0,0,2,NULL,NULL,2138059104
2007,Army,Defense,NULL,1,0,2,0,NULL,NULL,3286851165
2007,Army,Defense,NULL,1,1,1,0,NULL,NULL,95221404.11
2007,Army,Defense,2,0,0,0,0,NULL,NULL,1530996213
2007,Army,Defense,2,0,0,1,2,NULL,NULL,739859003.9
2007,Army,Defense,2,0,1,0,2,NULL,NULL,5060338669
2007,Army,Defense,2,0,1,2,0,NULL,NULL,106949602.8
2007,Army,Defense,2,1,0,0,2,NULL,NULL,1980468941
2007,Army,Defense,2,1,0,2,0,NULL,NULL,65633506.02
2007,Army,Defense,2,1,1,1,0,NULL,NULL,76021269.32
2007,Army,Defense,2,1,1,2,2,NULL,NULL,285121119.3
2007,Army,Defense,4,0,0,1,0,NULL,NULL,1305055698
2007,Army,Defense,4,0,0,2,2,NULL,NULL,728209055.7
2007,Army,Defense,4,0,1,0,0,NULL,NULL,1188098727
2007,Army,Defense,4,0,1,1,2,NULL,NULL,411573815.2
2007,Army,Defense,4,1,0,0,0,NULL,NULL,243714771.7
2007,Army,Defense,4,1,0,1,2,NULL,NULL,794335425.4
2007,Army,Defense,4,1,1,0,2,NULL,NULL,805888498.7
2007,Army,Defense,4,1,1,2,0,NULL,NULL,68904173.04
2007,DLA,Defense,NULL,0,0,0,0,NULL,NULL,170339526.1
2007,DLA,Defense,NULL,0,0,1,2,NULL,NULL,363012742.5
2007,DLA,Defense,NULL,0,1,0,2,NULL,NULL,20443659310
2007,DLA,Defense,NULL,1,0,0,2,NULL,NULL,218005480.7
2007,DLA,Defense,NULL,1,1,1,0,NULL,NULL,1330827
2007,DLA,Defense,2,0,0,0,0,NULL,NULL,26666874.68
2007,DLA,Defense,2,0,0,1,2,NULL,NULL,22978085.48
2007,DLA,Defense,2,0,1,0,2,NULL,NULL,527297409.9
2007,DLA,Defense,2,1,0,0,2,NULL,NULL,89728444.21
2007,DLA,Defense,2,1,0,2,0,NULL,NULL,884031.89
2007,DLA,Defense,2,1,1,1,0,NULL,NULL,331678
2007,DLA,Defense,2,1,1,2,2,NULL,NULL,12155
2007,DLA,Defense,4,0,0,1,0,NULL,NULL,362961.97
2007,DLA,Defense,4,0,0,2,2,NULL,NULL,42564426.89
2007,DLA,Defense,4,0,1,0,0,NULL,NULL,4749530.75
2007,DLA,Defense,4,0,1,1,2,NULL,NULL,24732501.44
2007,DLA,Defense,4,1,0,0,0,NULL,NULL,521865.52
2007,DLA,Defense,4,1,0,1,2,NULL,NULL,1316086.59
2006,Navy,Defense,4,1,1,2,2,NULL,NULL,68614194
2006,Other DoD,Defense,2,0,0,0,0,NULL,NULL,622378700.5
2006,Other DoD,Defense,2,0,0,1,2,NULL,NULL,70460858.79
2006,Other DoD,Defense,2,0,1,0,2,NULL,NULL,805607237.8
2006,Other DoD,Defense,2,1,0,0,2,NULL,NULL,567907634.5
2006,Other DoD,Defense,2,1,1,1,0,NULL,NULL,880000
2006,Other DoD,Defense,4,0,0,1,0,NULL,NULL,48004901.03
2006,Other DoD,Defense,4,0,0,2,2,NULL,NULL,184374753.2
2006,Other DoD,Defense,4,0,1,0,0,NULL,NULL,668727422.3
2006,Other DoD,Defense,4,0,1,1,2,NULL,NULL,12945017.12
2006,Other DoD,Defense,4,1,0,0,0,NULL,NULL,63601704.17
2006,Other DoD,Defense,4,1,0,1,2,NULL,NULL,873838
2006,Other DoD,Defense,4,1,1,0,2,NULL,NULL,155816666
2007,Air Force,Defense,NULL,0,0,0,2,NULL,NULL,6707795180
2007,Air Force,Defense,NULL,0,0,2,0,NULL,NULL,3425514645
2007,Air Force,Defense,NULL,0,1,1,0,NULL,NULL,492109816.7
2007,Air Force,Defense,NULL,0,1,2,2,NULL,NULL,141854217.9
2007,Air Force,Defense,NULL,1,0,1,0,NULL,NULL,14969932.61
2007,Air Force,Defense,NULL,1,0,2,2,NULL,NULL,178293555.8
2007,Air Force,Defense,NULL,1,1,0,0,NULL,NULL,538095220.3
2007,Air Force,Defense,NULL,1,1,1,2,NULL,NULL,259050355.7
2007,Air Force,Defense,2,0,0,2,2,1,1,138762155
2007,Air Force,Defense,2,1,1,0,2,1,1,1489159.69
2007,Air Force,Defense,4,0,0,0,2,1,1,24885600.25
2007,Air Force,Defense,4,1,1,1,0,0,1,51904994
2007,Air Force,Defense,4,1,1,2,2,0,1,18786000
2007,Army,Defense,2,0,0,1,0,NULL,NULL,491079549.3
2007,Army,Defense,2,0,0,2,2,NULL,NULL,966021864
2007,Army,Defense,2,0,1,0,0,NULL,NULL,1854231697
2007,Army,Defense,2,0,1,1,2,NULL,NULL,737591055.8
2007,Army,Defense,2,1,0,0,0,NULL,NULL,145743130.5
2007,Army,Defense,2,1,0,1,2,NULL,NULL,2148201044
2007,Army,Defense,2,1,1,0,2,NULL,NULL,935162216.5
2007,Army,Defense,2,1,1,2,0,NULL,NULL,37288821.75
2007,Army,Defense,4,0,0,0,2,NULL,NULL,1223882206
2007,Army,Defense,4,0,0,2,0,NULL,NULL,2217502257
2007,Army,Defense,4,0,1,1,0,NULL,NULL,172019625.6
2007,Army,Defense,4,0,1,2,2,NULL,NULL,492407152.8
